MM/DD/YY,HH/MM/SS,Hour,Centigrade,%RH
03/29/24,05:59:53,05:00:00,20.5,35.90%
03/29/24,06:00:53,06:00:00,20.5,36.00%
03/29/24,06:01:53,06:00:00,20.5,36.00%
03/29/24,06:02:53,06:00:00,20.5,35.90%
03/29/24,06:03:53,06:00:00,20.5,35.90%
03/29/24,06:04:53,06:00:00,20.5,35.90%
03/29/24,06:05:53,06:00:00,20.5,35.90%
03/29/24,06:06:53,06:00:00,20.5,36.00%
03/29/24,06:07:53,06:00:00,20.5,35.90%
03/29/24,06:08:53,06:00:00,20.5,35.90%
03/29/24,06:09:53,06:00:00,20.5,35.90%
03/29/24,06:10:53,06:00:00,20.5,36.00%
03/29/24,06:11:53,06:00:00,20.5,36.00%
03/29/24,06:12:53,06:00:00,20.5,35.90%
03/29/24,06:13:53,06:00:00,20.5,35.90%
03/29/24,06:14:53,06:00:00,20.5,36.00%
03/29/24,06:15:53,06:00:00,20.5,35.90%
03/29/24,06:16:53,06:00:00,20.5,35.90%
03/29/24,06:17:53,06:00:00,20.5,35.90%
03/29/24,06:18:53,06:00:00,20.5,35.90%
03/29/24,06:19:53,06:00:00,20.5,35.90%
03/29/24,06:20:53,06:00:00,20.5,35.90%
03/29/24,06:21:53,06:00:00,20.4,35.90%
03/29/24,06:22:53,06:00:00,20.5,35.90%
03/29/24,06:23:53,06:00:00,20.4,35.90%
03/29/24,06:24:53,06:00:00,20.5,35.90%
03/29/24,06:25:53,06:00:00,20.4,35.90%
03/29/24,06:26:53,06:00:00,20.5,35.90%
03/29/24,06:27:53,06:00:00,20.4,36.00%
03/29/24,06:28:53,06:00:00,20.4,35.90%
03/29/24,06:29:53,06:00:00,20.4,35.90%
03/29/24,06:30:53,06:00:00,20.4,35.90%
03/29/24,06:31:53,06:00:00,20.4,35.90%
03/29/24,06:32:53,06:00:00,20.4,35.90%
03/29/24,06:33:53,06:00:00,20.4,35.90%
03/29/24,06:34:53,06:00:00,20.4,35.90%
03/29/24,06:35:53,06:00:00,20.4,35.90%
03/29/24,06:36:53,06:00:00,20.4,35.90%
03/29/24,06:37:53,06:00:00,20.4,35.90%
03/29/24,06:38:53,06:00:00,20.4,35.90%
03/29/24,06:39:53,06:00:00,20.4,35.90%
03/29/24,06:40:53,06:00:00,20.4,35.90%
03/29/24,06:41:53,06:00:00,20.4,35.90%
03/29/24,06:42:53,06:00:00,20.4,35.90%
03/29/24,06:43:53,06:00:00,20.4,35.90%
03/29/24,06:44:53,06:00:00,20.4,35.90%
03/29/24,06:45:53,06:00:00,20.4,36.00%
03/29/24,06:46:53,06:00:00,20.4,35.90%
03/29/24,06:47:53,06:00:00,20.4,35.90%
03/29/24,06:48:53,06:00:00,20.4,35.90%
03/29/24,06:49:53,06:00:00,20.4,36.00%
03/29/24,06:50:53,06:00:00,20.4,35.90%
03/29/24,06:51:53,06:00:00,20.4,35.90%
03/29/24,06:52:53,06:00:00,20.4,35.90%
03/29/24,06:53:53,06:00:00,20.4,35.90%
03/29/24,06:54:53,06:00:00,20.4,35.90%
03/29/24,06:55:53,06:00:00,20.4,35.90%
03/29/24,06:56:53,06:00:00,20.4,35.90%
03/29/24,06:57:53,06:00:00,20.4,35.90%
03/29/24,06:58:53,06:00:00,20.4,35.90%
03/29/24,06:59:53,06:00:00,20.4,35.90%
03/29/24,07:00:53,07:00:00,20.4,35.90%
03/29/24,07:01:53,07:00:00,20.4,35.90%
03/29/24,07:02:53,07:00:00,20.4,35.90%
03/29/24,07:03:53,07:00:00,20.4,35.90%
03/29/24,07:04:53,07:00:00,20.3,35.90%
03/29/24,07:05:53,07:00:00,20.4,35.90%
03/29/24,07:06:53,07:00:00,20.4,35.90%
03/29/24,07:07:53,07:00:00,20.4,35.90%
03/29/24,07:08:53,07:00:00,20.4,35.90%
03/29/24,07:09:53,07:00:00,20.4,36.00%
03/29/24,07:10:53,07:00:00,20.4,35.90%
03/29/24,07:11:53,07:00:00,20.3,36.00%
03/29/24,07:12:53,07:00:00,20.3,36.00%
03/29/24,07:13:53,07:00:00,20.3,36.00%
03/29/24,07:14:53,07:00:00,20.3,36.00%
03/29/24,07:15:53,07:00:00,20.3,36.00%
03/29/24,07:16:53,07:00:00,20.3,35.90%
03/29/24,07:17:53,07:00:00,20.3,36.00%
03/29/24,07:18:53,07:00:00,20.3,36.00%
03/29/24,07:19:53,07:00:00,20.4,36.00%
03/29/24,07:20:53,07:00:00,20.3,36.00%
03/29/24,07:21:53,07:00:00,20.3,36.00%
03/29/24,07:22:53,07:00:00,20.3,36.00%
03/29/24,07:23:53,07:00:00,20.3,35.90%
03/29/24,07:24:53,07:00:00,20.3,36.00%
03/29/24,07:25:53,07:00:00,20.3,36.00%
03/29/24,07:26:53,07:00:00,20.3,36.00%
03/29/24,07:27:53,07:00:00,20.3,36.00%
03/29/24,07:28:53,07:00:00,20.3,36.00%
03/29/24,07:29:53,07:00:00,20.3,35.90%
03/29/24,07:30:53,07:00:00,20.3,36.00%
03/29/24,07:31:53,07:00:00,20.3,36.00%
03/29/24,07:32:53,07:00:00,20.3,36.00%
03/29/24,07:33:53,07:00:00,20.3,36.00%
03/29/24,07:34:53,07:00:00,20.3,36.00%
03/29/24,07:35:53,07:00:00,20.3,36.00%
03/29/24,07:36:53,07:00:00,20.3,36.00%
03/29/24,07:37:53,07:00:00,20.3,36.00%
03/29/24,07:38:53,07:00:00,20.3,36.00%
03/29/24,07:39:53,07:00:00,20.3,36.00%
03/29/24,07:40:53,07:00:00,20.3,36.00%
03/29/24,07:41:53,07:00:00,20.3,36.00%
03/29/24,07:42:53,07:00:00,20.3,36.00%
03/29/24,07:43:53,07:00:00,20.3,36.00%
03/29/24,07:44:53,07:00:00,20.3,36.00%
03/29/24,07:45:53,07:00:00,20.3,36.00%
03/29/24,07:46:53,07:00:00,20.3,36.00%
03/29/24,07:47:53,07:00:00,20.3,36.00%
03/29/24,07:48:53,07:00:00,20.3,36.10%
03/29/24,07:49:53,07:00:00,20.3,36.00%
03/29/24,07:50:53,07:00:00,20.3,36.10%
03/29/24,07:51:53,07:00:00,20.3,36.10%
03/29/24,07:52:53,07:00:00,20.3,36.00%
03/29/24,07:53:53,07:00:00,20.3,36.10%
03/29/24,07:54:53,07:00:00,20.3,36.10%
03/29/24,07:55:53,07:00:00,20.3,36.10%
03/29/24,07:56:53,07:00:00,20.3,36.10%
03/29/24,07:57:53,07:00:00,20.3,36.00%
03/29/24,07:58:53,07:00:00,20.3,36.10%
03/29/24,07:59:53,07:00:00,20.2,36.10%
03/29/24,08:00:53,08:00:00,20.3,36.10%
03/29/24,08:01:53,08:00:00,20.3,36.10%
03/29/24,08:02:53,08:00:00,20.3,36.10%
03/29/24,08:03:53,08:00:00,20.2,36.10%
03/29/24,08:04:53,08:00:00,20.3,36.10%
03/29/24,08:05:53,08:00:00,20.2,36.10%
03/29/24,08:06:53,08:00:00,20.2,36.10%
03/29/24,08:07:53,08:00:00,20.2,36.10%
03/29/24,08:08:53,08:00:00,20.2,36.10%
03/29/24,08:09:53,08:00:00,20.2,36.10%
03/29/24,08:10:53,08:00:00,20.2,36.10%
03/29/24,08:11:53,08:00:00,20.2,36.10%
03/29/24,08:12:53,08:00:00,20.2,36.10%
03/29/24,08:13:53,08:00:00,20.2,36.10%
03/29/24,08:14:53,08:00:00,20.2,36.10%
03/29/24,08:15:53,08:00:00,20.2,36.10%
03/29/24,08:16:53,08:00:00,20.2,36.20%
03/29/24,08:17:53,08:00:00,20.2,36.20%
03/29/24,08:18:53,08:00:00,20.2,36.20%
03/29/24,08:19:53,08:00:00,20.2,36.20%
03/29/24,08:20:53,08:00:00,20.2,36.20%
03/29/24,08:21:53,08:00:00,20.2,36.20%
03/29/24,08:22:53,08:00:00,20.2,36.20%
03/29/24,08:23:53,08:00:00,20.2,36.20%
03/29/24,08:24:53,08:00:00,20.2,36.20%
03/29/24,08:25:53,08:00:00,20.2,36.20%
03/29/24,08:26:53,08:00:00,20.2,36.20%
03/29/24,08:27:53,08:00:00,20.2,36.20%
03/29/24,08:28:53,08:00:00,20.2,36.20%
03/29/24,08:29:53,08:00:00,20.2,36.20%
03/29/24,08:30:53,08:00:00,20.2,36.20%
03/29/24,08:31:53,08:00:00,20.2,36.20%
03/29/24,08:32:53,08:00:00,20.2,36.30%
03/29/24,08:33:53,08:00:00,20.2,36.30%
03/29/24,08:34:53,08:00:00,20.2,36.30%
03/29/24,08:35:53,08:00:00,20.2,36.30%
03/29/24,08:36:53,08:00:00,20.2,36.30%
03/29/24,08:37:53,08:00:00,20.2,36.30%
03/29/24,08:38:53,08:00:00,20.2,36.30%
03/29/24,08:39:53,08:00:00,20.2,36.30%
03/29/24,08:40:53,08:00:00,20.2,36.30%
03/29/24,08:41:53,08:00:00,20.2,36.30%
03/29/24,08:42:53,08:00:00,20.2,36.30%
03/29/24,08:43:53,08:00:00,20.2,36.30%
03/29/24,08:44:53,08:00:00,20.2,36.30%
03/29/24,08:45:53,08:00:00,20.2,36.30%
03/29/24,08:46:53,08:00:00,20.2,36.30%
03/29/24,08:47:53,08:00:00,20.2,36.30%
03/29/24,08:48:53,08:00:00,20.2,36.30%
03/29/24,08:49:53,08:00:00,20.2,36.30%
03/29/24,08:50:53,08:00:00,20.2,36.40%
03/29/24,08:51:53,08:00:00,20.2,36.30%
03/29/24,08:52:53,08:00:00,20.2,36.30%
03/29/24,08:53:53,08:00:00,20.2,36.40%
03/29/24,08:54:53,08:00:00,20.2,36.40%
03/29/24,08:55:53,08:00:00,20.2,36.40%
03/29/24,08:56:53,08:00:00,20.2,36.40%
03/29/24,08:57:53,08:00:00,20.2,36.40%
03/29/24,08:58:53,08:00:00,20.2,36.40%
03/29/24,08:59:53,08:00:00,20.2,36.40%
03/29/24,09:00:53,09:00:00,20.2,36.40%
03/29/24,09:01:53,09:00:00,20.2,36.40%
03/29/24,09:02:53,09:00:00,20.2,36.40%
03/29/24,09:03:53,09:00:00,20.2,36.40%
03/29/24,09:04:53,09:00:00,20.2,36.50%
03/29/24,09:05:53,09:00:00,20.2,36.40%
03/29/24,09:06:53,09:00:00,20.2,36.40%
03/29/24,09:07:53,09:00:00,20.2,36.50%
03/29/24,09:08:53,09:00:00,20.2,36.50%
03/29/24,09:09:53,09:00:00,20.2,36.50%
03/29/24,09:10:53,09:00:00,20.2,36.50%
03/29/24,09:11:53,09:00:00,20.2,36.50%
03/29/24,09:12:53,09:00:00,20.2,36.50%
03/29/24,09:13:53,09:00:00,20.1,36.50%
03/29/24,09:14:53,09:00:00,20.2,36.50%
03/29/24,09:15:53,09:00:00,20.2,36.50%
03/29/24,09:16:53,09:00:00,20.2,36.50%
03/29/24,09:17:53,09:00:00,20.2,36.50%
03/29/24,09:18:53,09:00:00,20.2,36.50%
03/29/24,09:19:53,09:00:00,20.1,36.50%
03/29/24,09:20:53,09:00:00,20.1,36.50%
03/29/24,09:21:53,09:00:00,20.2,36.50%
03/29/24,09:22:53,09:00:00,20.1,36.50%
03/29/24,09:23:53,09:00:00,20.2,36.50%
03/29/24,09:24:53,09:00:00,20.2,36.60%
03/29/24,09:25:53,09:00:00,20.1,36.50%
03/29/24,09:26:53,09:00:00,20.2,36.60%
03/29/24,09:27:53,09:00:00,20.2,36.60%
03/29/24,09:28:53,09:00:00,20.2,36.60%
03/29/24,09:29:53,09:00:00,20.2,36.60%
03/29/24,09:30:53,09:00:00,20.1,36.60%
03/29/24,09:31:53,09:00:00,20.2,36.60%
03/29/24,09:32:53,09:00:00,20.2,36.60%
03/29/24,09:33:53,09:00:00,20.2,36.60%
03/29/24,09:34:53,09:00:00,20.1,36.60%
03/29/24,09:35:53,09:00:00,20.2,36.60%
03/29/24,09:36:53,09:00:00,20.2,36.60%
03/29/24,09:37:53,09:00:00,20.2,36.60%
03/29/24,09:38:53,09:00:00,20.2,36.60%
03/29/24,09:39:53,09:00:00,20.1,36.60%
03/29/24,09:40:53,09:00:00,20.2,36.60%
03/29/24,09:41:53,09:00:00,20.2,36.70%
03/29/24,09:42:53,09:00:00,20.2,36.60%
03/29/24,09:43:53,09:00:00,20.2,36.70%
03/29/24,09:44:53,09:00:00,20.1,36.70%
03/29/24,09:45:53,09:00:00,20.1,36.70%
03/29/24,09:46:53,09:00:00,20.2,36.70%
03/29/24,09:47:53,09:00:00,20.1,36.70%
03/29/24,09:48:53,09:00:00,20.2,36.70%
03/29/24,09:49:53,09:00:00,20.1,36.70%
03/29/24,09:50:53,09:00:00,20.1,36.70%
03/29/24,09:51:53,09:00:00,20.1,36.70%
03/29/24,09:52:53,09:00:00,20.2,36.70%
03/29/24,09:53:53,09:00:00,20.1,36.70%
03/29/24,09:54:53,09:00:00,20.1,36.70%
03/29/24,09:55:53,09:00:00,20.2,36.70%
03/29/24,09:56:53,09:00:00,20.2,36.80%
03/29/24,09:57:53,09:00:00,20.1,36.80%
03/29/24,09:58:53,09:00:00,20.2,36.80%
03/29/24,09:59:53,09:00:00,20.1,36.80%
03/29/24,10:00:53,10:00:00,20.1,36.80%
03/29/24,10:01:53,10:00:00,20.1,36.80%
03/29/24,10:02:53,10:00:00,20.2,36.80%
03/29/24,10:03:53,10:00:00,20.1,36.80%
03/29/24,10:04:53,10:00:00,20.1,36.80%
03/29/24,10:05:53,10:00:00,20.2,36.80%
03/29/24,10:06:53,10:00:00,20.2,36.80%
03/29/24,10:07:53,10:00:00,20.1,36.80%
03/29/24,10:08:53,10:00:00,20.1,36.90%
03/29/24,10:09:53,10:00:00,20.2,36.90%
03/29/24,10:10:53,10:00:00,20.2,36.90%
03/29/24,10:11:53,10:00:00,20.1,36.90%
03/29/24,10:12:53,10:00:00,20.2,36.90%
03/29/24,10:13:53,10:00:00,20.1,36.90%
03/29/24,10:14:53,10:00:00,20.1,36.90%
03/29/24,10:15:53,10:00:00,20.2,36.90%
03/29/24,10:16:53,10:00:00,20.2,36.90%
03/29/24,10:17:53,10:00:00,20.2,36.90%
03/29/24,10:18:53,10:00:00,20.2,36.90%
03/29/24,10:19:53,10:00:00,20.1,36.90%
03/29/24,10:20:53,10:00:00,20.2,36.90%
03/29/24,10:21:53,10:00:00,20.2,36.90%
03/29/24,10:22:53,10:00:00,20.2,36.90%
03/29/24,10:23:53,10:00:00,20.2,37.00%
03/29/24,10:24:53,10:00:00,20.1,37.00%
03/29/24,10:25:53,10:00:00,20.2,36.90%
03/29/24,10:26:53,10:00:00,20.2,37.00%
03/29/24,10:27:53,10:00:00,20.1,37.00%
03/29/24,10:28:53,10:00:00,20.2,37.00%
03/29/24,10:29:53,10:00:00,20.1,37.00%
03/29/24,10:30:53,10:00:00,20.2,37.00%
03/29/24,10:31:53,10:00:00,20.2,37.00%
03/29/24,10:32:53,10:00:00,20.2,37.00%
03/29/24,10:33:53,10:00:00,20.2,37.10%
03/29/24,10:34:53,10:00:00,20.2,37.00%
03/29/24,10:35:53,10:00:00,20.2,37.00%
03/29/24,10:36:53,10:00:00,20.2,37.10%
03/29/24,10:37:53,10:00:00,20.2,37.00%
03/29/24,10:38:53,10:00:00,20.2,37.00%
03/29/24,10:39:53,10:00:00,20.2,37.10%
03/29/24,10:40:53,10:00:00,20.2,37.10%
03/29/24,10:41:53,10:00:00,20.2,37.10%
03/29/24,10:42:53,10:00:00,20.2,37.10%
03/29/24,10:43:53,10:00:00,20.1,37.10%
03/29/24,10:44:53,10:00:00,20.2,37.10%
03/29/24,10:45:53,10:00:00,20.2,37.10%
03/29/24,10:46:53,10:00:00,20.2,37.10%
03/29/24,10:47:53,10:00:00,20.2,37.10%
03/29/24,10:48:53,10:00:00,20.2,37.10%
03/29/24,10:49:53,10:00:00,20.2,37.20%
03/29/24,10:50:53,10:00:00,20.2,37.10%
03/29/24,10:51:53,10:00:00,20.2,37.20%
03/29/24,10:52:53,10:00:00,20.2,37.20%
03/29/24,10:53:53,10:00:00,20.2,37.10%
03/29/24,10:54:53,10:00:00,20.2,37.20%
03/29/24,10:55:53,10:00:00,20.2,37.20%
03/29/24,10:56:53,10:00:00,20.2,37.20%
03/29/24,10:57:53,10:00:00,20.2,37.20%
03/29/24,10:58:53,10:00:00,20.2,37.20%
03/29/24,10:59:53,10:00:00,20.2,37.20%
03/29/24,11:00:53,11:00:00,20.2,37.20%
03/29/24,11:01:53,11:00:00,20.2,37.20%
03/29/24,11:02:53,11:00:00,20.2,37.20%
03/29/24,11:03:53,11:00:00,20.2,37.20%
03/29/24,11:04:53,11:00:00,20.2,37.20%
03/29/24,11:05:53,11:00:00,20.2,37.20%
03/29/24,11:06:53,11:00:00,20.2,37.30%
03/29/24,11:07:53,11:00:00,20.2,37.20%
03/29/24,11:08:53,11:00:00,20.2,37.20%
03/29/24,11:09:53,11:00:00,20.2,37.20%
03/29/24,11:10:53,11:00:00,20.2,37.30%
03/29/24,11:11:53,11:00:00,20.2,37.30%
03/29/24,11:12:53,11:00:00,20.2,37.30%
03/29/24,11:13:53,11:00:00,20.2,37.30%
03/29/24,11:14:53,11:00:00,20.2,37.30%
03/29/24,11:15:53,11:00:00,20.2,37.40%
03/29/24,11:16:53,11:00:00,20.2,37.30%
03/29/24,11:17:53,11:00:00,20.2,37.30%
03/29/24,11:18:53,11:00:00,20.2,37.40%
03/29/24,11:19:53,11:00:00,20.2,37.40%
03/29/24,11:20:53,11:00:00,20.2,37.30%
03/29/24,11:21:53,11:00:00,20.2,37.30%
03/29/24,11:22:53,11:00:00,20.2,37.30%
03/29/24,11:23:53,11:00:00,20.2,37.40%
03/29/24,11:24:53,11:00:00,20.2,37.40%
03/29/24,11:25:53,11:00:00,20.2,37.40%
03/29/24,11:26:53,11:00:00,20.2,37.40%
03/29/24,11:27:53,11:00:00,20.3,37.40%
03/29/24,11:28:53,11:00:00,20.2,37.40%
03/29/24,11:29:53,11:00:00,20.2,37.40%
03/29/24,11:30:53,11:00:00,20.3,37.40%
03/29/24,11:31:53,11:00:00,20.3,37.50%
03/29/24,11:32:53,11:00:00,20.3,37.40%
03/29/24,11:33:53,11:00:00,20.3,37.50%
03/29/24,11:34:53,11:00:00,20.3,37.50%
03/29/24,11:35:53,11:00:00,20.3,37.50%
03/29/24,11:36:53,11:00:00,20.3,37.40%
03/29/24,11:37:53,11:00:00,20.3,37.50%
03/29/24,11:38:53,11:00:00,20.3,37.50%
03/29/24,11:39:53,11:00:00,20.4,37.50%
03/29/24,11:40:53,11:00:00,20.4,37.50%
03/29/24,11:41:53,11:00:00,20.4,37.40%
03/29/24,11:42:53,11:00:00,20.4,37.40%
03/29/24,11:43:53,11:00:00,20.4,37.40%
03/29/24,11:44:53,11:00:00,20.4,37.40%
03/29/24,11:45:53,11:00:00,20.5,37.50%
03/29/24,11:46:53,11:00:00,20.5,37.50%
03/29/24,11:47:53,11:00:00,20.5,37.40%
03/29/24,11:48:53,11:00:00,20.5,37.50%
03/29/24,11:49:53,11:00:00,20.5,37.40%
03/29/24,11:50:53,11:00:00,20.5,37.40%
03/29/24,11:51:53,11:00:00,20.6,37.40%
03/29/24,11:52:53,11:00:00,20.6,37.40%
03/29/24,11:53:53,11:00:00,20.6,37.40%
03/29/24,11:54:53,11:00:00,20.6,37.40%
03/29/24,11:55:53,11:00:00,20.7,37.40%
03/29/24,11:56:53,11:00:00,20.7,37.30%
03/29/24,11:57:53,11:00:00,20.7,37.40%
03/29/24,11:58:53,11:00:00,20.7,37.40%
03/29/24,11:59:53,11:00:00,20.7,37.40%
03/29/24,12:00:53,12:00:00,20.7,37.40%
03/29/24,12:01:53,12:00:00,20.8,37.40%
03/29/24,12:02:53,12:00:00,20.8,37.40%
03/29/24,12:03:53,12:00:00,20.8,37.30%
03/29/24,12:04:53,12:00:00,20.8,37.30%
03/29/24,12:05:53,12:00:00,20.8,37.30%
03/29/24,12:06:53,12:00:00,20.8,37.40%
03/29/24,12:07:53,12:00:00,20.9,37.30%
03/29/24,12:08:53,12:00:00,20.9,37.30%
03/29/24,12:09:53,12:00:00,20.9,37.30%
03/29/24,12:10:53,12:00:00,20.9,37.30%
03/29/24,12:11:53,12:00:00,20.9,37.30%
03/29/24,12:12:53,12:00:00,20.9,37.30%
03/29/24,12:13:53,12:00:00,21,37.30%
03/29/24,12:14:53,12:00:00,21,37.30%
03/29/24,12:15:53,12:00:00,21,37.30%
03/29/24,12:16:53,12:00:00,21,37.30%
03/29/24,12:17:53,12:00:00,21,37.30%
03/29/24,12:18:53,12:00:00,21,37.30%
03/29/24,12:19:53,12:00:00,21.1,37.30%
03/29/24,12:20:53,12:00:00,21.1,37.20%
03/29/24,12:21:53,12:00:00,21.1,37.20%
03/29/24,12:22:53,12:00:00,21.1,37.20%
03/29/24,12:23:53,12:00:00,21.1,37.20%
03/29/24,12:24:53,12:00:00,21.1,37.20%
03/29/24,12:25:53,12:00:00,21.2,37.20%
03/29/24,12:26:53,12:00:00,21.2,37.20%
03/29/24,12:27:53,12:00:00,21.2,37.20%
03/29/24,12:28:53,12:00:00,21.2,37.20%
03/29/24,12:29:53,12:00:00,21.2,37.20%
03/29/24,12:30:53,12:00:00,21.2,37.20%
03/29/24,12:31:53,12:00:00,21.2,37.20%
03/29/24,12:32:53,12:00:00,21.3,37.20%
03/29/24,12:33:53,12:00:00,21.3,37.20%
03/29/24,12:34:53,12:00:00,21.3,37.10%
03/29/24,12:35:53,12:00:00,21.3,37.20%
03/29/24,12:36:53,12:00:00,21.3,37.10%
03/29/24,12:37:53,12:00:00,21.3,37.10%
03/29/24,12:38:53,12:00:00,21.3,37.20%
03/29/24,12:39:53,12:00:00,21.3,37.10%
03/29/24,12:40:53,12:00:00,21.3,37.20%
03/29/24,12:41:53,12:00:00,21.3,37.20%
03/29/24,12:42:53,12:00:00,21.4,37.20%
03/29/24,12:43:53,12:00:00,21.4,37.20%
03/29/24,12:44:53,12:00:00,21.4,37.20%
03/29/24,12:45:53,12:00:00,21.4,37.20%
03/29/24,12:46:53,12:00:00,21.4,37.20%
03/29/24,12:47:53,12:00:00,21.4,37.20%
03/29/24,12:48:53,12:00:00,21.4,37.20%
03/29/24,12:49:53,12:00:00,21.4,37.20%
03/29/24,12:50:53,12:00:00,21.4,37.10%
03/29/24,12:51:53,12:00:00,21.4,37.20%
03/29/24,12:52:53,12:00:00,21.4,37.10%
03/29/24,12:53:53,12:00:00,21.4,37.10%
03/29/24,12:54:53,12:00:00,21.4,37.20%
03/29/24,12:55:53,12:00:00,21.5,37.10%
03/29/24,12:56:53,12:00:00,21.5,37.20%
03/29/24,12:57:53,12:00:00,21.5,37.10%
03/29/24,12:58:53,12:00:00,21.5,37.10%
03/29/24,12:59:53,12:00:00,21.5,37.10%
03/29/24,13:00:53,13:00:00,21.5,37.10%
03/29/24,13:01:53,13:00:00,21.5,37.10%
03/29/24,13:02:53,13:00:00,21.5,37.10%
03/29/24,13:03:53,13:00:00,21.5,37.10%
03/29/24,13:04:53,13:00:00,21.5,37.10%
03/29/24,13:05:53,13:00:00,21.5,37.10%
03/29/24,13:06:53,13:00:00,21.5,37.00%
03/29/24,13:07:53,13:00:00,21.5,37.10%
03/29/24,13:08:53,13:00:00,21.5,37.10%
03/29/24,13:09:53,13:00:00,21.6,37.10%
03/29/24,13:10:53,13:00:00,21.5,37.10%
03/29/24,13:11:53,13:00:00,21.6,37.10%
03/29/24,13:12:53,13:00:00,21.6,37.00%
03/29/24,13:13:53,13:00:00,21.6,37.10%
03/29/24,13:14:53,13:00:00,21.6,37.10%
03/29/24,13:15:53,13:00:00,21.6,37.00%
03/29/24,13:16:53,13:00:00,21.6,37.00%
03/29/24,13:17:53,13:00:00,21.6,37.00%
03/29/24,13:18:53,13:00:00,21.6,37.00%
03/29/24,13:19:53,13:00:00,21.6,37.00%
03/29/24,13:20:53,13:00:00,21.7,37.00%
03/29/24,13:21:53,13:00:00,21.7,37.00%
03/29/24,13:22:53,13:00:00,21.7,37.00%
03/29/24,13:23:53,13:00:00,21.7,37.00%
03/29/24,13:24:53,13:00:00,21.7,37.00%
03/29/24,13:25:53,13:00:00,21.7,37.00%
03/29/24,13:26:53,13:00:00,21.7,37.00%
03/29/24,13:27:53,13:00:00,21.7,37.00%
03/29/24,13:28:53,13:00:00,21.7,36.90%
03/29/24,13:29:53,13:00:00,21.7,37.00%
03/29/24,13:30:53,13:00:00,21.8,37.00%
03/29/24,13:31:53,13:00:00,21.7,37.00%
03/29/24,13:32:53,13:00:00,21.8,37.00%
03/29/24,13:33:53,13:00:00,21.7,37.00%
03/29/24,13:34:53,13:00:00,21.8,37.00%
03/29/24,13:35:53,13:00:00,21.8,37.00%
03/29/24,13:36:53,13:00:00,21.8,37.00%
03/29/24,13:37:53,13:00:00,21.8,37.00%
03/29/24,13:38:53,13:00:00,21.8,37.00%
03/29/24,13:39:53,13:00:00,21.8,36.90%
03/29/24,13:40:53,13:00:00,21.8,37.00%
03/29/24,13:41:53,13:00:00,21.8,37.00%
03/29/24,13:42:53,13:00:00,21.8,37.00%
03/29/24,13:43:53,13:00:00,21.8,36.90%
03/29/24,13:44:53,13:00:00,21.9,36.90%
03/29/24,13:45:53,13:00:00,21.9,36.90%
03/29/24,13:46:53,13:00:00,21.9,37.00%
03/29/24,13:47:53,13:00:00,21.9,37.00%
03/29/24,13:48:53,13:00:00,21.9,36.90%
03/29/24,13:49:53,13:00:00,21.9,36.90%
03/29/24,13:50:53,13:00:00,21.9,37.00%
03/29/24,13:51:53,13:00:00,22,36.90%
03/29/24,13:52:53,13:00:00,21.9,36.90%
03/29/24,13:53:53,13:00:00,22,36.90%
03/29/24,13:54:53,13:00:00,22,37.00%
03/29/24,13:55:53,13:00:00,22,36.90%
03/29/24,13:56:53,13:00:00,22,36.90%
03/29/24,13:57:53,13:00:00,22,36.90%
03/29/24,13:58:53,13:00:00,22,36.90%
03/29/24,13:59:53,13:00:00,22,36.90%
03/29/24,14:00:53,14:00:00,22,36.80%
03/29/24,14:01:53,14:00:00,22,36.90%
03/29/24,14:02:53,14:00:00,22,36.90%
03/29/24,14:03:53,14:00:00,22.1,36.90%
03/29/24,14:04:53,14:00:00,22,36.90%
03/29/24,14:05:53,14:00:00,22.1,36.90%
03/29/24,14:06:53,14:00:00,22.1,36.90%
03/29/24,14:07:53,14:00:00,22.1,36.80%
03/29/24,14:08:53,14:00:00,22.1,36.80%
03/29/24,14:09:53,14:00:00,22.1,36.90%
03/29/24,14:10:53,14:00:00,22.1,36.90%
03/29/24,14:11:53,14:00:00,22.1,36.90%
03/29/24,14:12:53,14:00:00,22.1,36.90%
03/29/24,14:13:53,14:00:00,22.1,36.90%
03/29/24,14:14:53,14:00:00,22.1,36.90%
03/29/24,14:15:53,14:00:00,22.1,36.90%
03/29/24,14:16:53,14:00:00,22.1,36.90%
03/29/24,14:17:53,14:00:00,22.1,36.80%
03/29/24,14:18:53,14:00:00,22.1,36.90%
03/29/24,14:19:53,14:00:00,22.1,36.90%
03/29/24,14:20:53,14:00:00,22.1,36.90%
03/29/24,14:21:53,14:00:00,22.1,36.90%
03/29/24,14:22:53,14:00:00,22.2,36.90%
03/29/24,14:23:53,14:00:00,22.1,36.80%
03/29/24,14:24:53,14:00:00,22.1,36.90%
03/29/24,14:25:53,14:00:00,22.1,36.90%
03/29/24,14:26:53,14:00:00,22.2,36.80%
03/29/24,14:27:53,14:00:00,22.2,36.90%
03/29/24,14:28:53,14:00:00,22.1,36.80%
03/29/24,14:29:53,14:00:00,22.2,36.80%
03/29/24,14:30:53,14:00:00,22.2,36.80%
03/29/24,14:31:53,14:00:00,22.2,36.90%
03/29/24,14:32:53,14:00:00,22.2,36.70%
03/29/24,14:33:53,14:00:00,22.2,36.80%
03/29/24,14:34:53,14:00:00,22.2,36.80%
03/29/24,14:35:53,14:00:00,22.2,36.80%
03/29/24,14:36:53,14:00:00,22.2,36.70%
